id,psp_id,psp_canale,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto,modello,ultima_modifica_data,ora
35006190,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,141.57,04/01/2025,Tassa Auto,3,04/01/2025 11:00:59 AM,11
35006189,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,87.9,04/01/2025,Tassa Auto,3,04/01/2025 11:00:51 AM,11
35006188,ATPIITM1,,A-Tono Payment Institute S.p.A.,00634160170,Comune di Rezzato,25086,BS,121.1,04/01/2025,in_violazione_cds,3,04/01/2025 11:00:51 AM,11
35006186,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.49,04/01/2025,solleciti,3,04/01/2025 11:00:47 AM,11
35006185,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,33.27,04/01/2025,ALER_LO,3,04/01/2025 11:00:46 AM,11
35006184,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,183.46,04/01/2025,ALER_LO,3,04/01/2025 11:00:46 AM,11
35006183,PPAYITR1XXX,,Postepay,00467720181,Comune di Stradella,27049,PV,50,04/01/2025,mensascolastica,3,04/01/2025 11:00:45 AM,11
35006182,PPAYITR1XXX,,Postepay,00269810123,Comune di Bisuschio,21050,VA,76.1,04/01/2025,in_violazione_cds,3,04/01/2025 11:00:44 AM,11
35006181,WOLLNLB1,,Worldpay BV,80050050154,Regione Lombardia,20124,MI,16,04/01/2025,MARCA_BOLLO_VIRTUALE_001,3,04/01/2025 11:00:43 AM,11
35006180,ABI02008,,Unicredit S.p.A,84507570152,Comune di Lodi,26900,LO,55,04/01/2025,ads_mensa_scolastica,3,04/01/2025 11:00:40 AM,11
35006179,ATPIITM1,,A-Tono Payment Institute S.p.A.,81000670208,Comune Città di Goito,46044,MN,22,04/01/2025,emisscie,3,04/01/2025 11:00:40 AM,11
35006178,WOLLNLB1,,Worldpay BV,80050050154,Regione Lombardia,20124,MI,36.71,04/01/2025,Tassa Auto,3,04/01/2025 11:00:38 AM,11
35006177,PPAYITR1XXX,,Postepay,80002130195,Provincia di Cremona,26100,CR,30,04/01/2025,dirittivari,3,04/01/2025 11:00:37 AM,11
35006176,BIC32698,,LIS Pay SPA,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.9,04/01/2025,TICKET_SANITARIO,3,04/01/2025 11:00:36 AM,11
35006175,BCITITMM,,Intesa Sanpaolo S.p.A,04114380167,ASST di Bergamo Est,24068,BG,25,04/01/2025,TICKET_SANITARIO,3,04/01/2025 11:00:31 AM,11
35006174,POSOIT22XXX,,Banca Popolare di Sondrio,80050050154,Regione Lombardia,20124,MI,31.95,04/01/2025,Tassa Auto,3,04/01/2025 11:00:23 AM,11
35006173,PPAYITR1XXX,,Postepay,88002390172,Comune di Pralboino,25020,BS,138.78,04/01/2025,in_violazione_cds,3,04/01/2025 11:00:22 AM,11
35006172,PPAYITR1XXX,,Postepay,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 11:00:13 AM,11
35006171,BIC32698,,LIS Pay SPA,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,671,04/01/2025,ASST721_PREST_PRIV,3,04/01/2025 11:00:11 AM,11
35006170,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.68,04/01/2025,solleciti,3,04/01/2025 11:00:11 AM,11
35006168,ABI03069,,Intesa Sanpaolo S.p.A,01310880156,Comune di Abbiategrasso,20081,MI,84,04/01/2025,mg_votiva,3,04/01/2025 11:00:05 AM,11
35006166,PPAYITR1XXX,,Postepay,83000670204,Comune di Viadana,46019,MN,60.5,04/01/2025,pj_mensascolastica,3,04/01/2025 11:00:03 AM,11
35006165,BIC32698,,LIS Pay SPA,00220080162,Comune di Alzano Lombardo,24022,BG,29.4,04/01/2025,in_violazione_cds,3,04/01/2025 10:59:57 AM,10
35006164,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,16,04/01/2025,MARCA_BOLLO_VIRTUALE_001,3,04/01/2025 10:59:55 AM,10
35006163,ABI03015,,FinecoBank Banca Fineco S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.72,04/01/2025,solleciti,3,04/01/2025 10:59:37 AM,10
35006162,ABI36964,,BCC PAY S.p.A.,02030880153,Comune di Monza,20900,MI,50,04/01/2025,servizifunerari,3,04/01/2025 10:59:31 AM,10
35006161,BIC32698,,LIS Pay SPA,83000130159,Comune di Cesano Maderno,20811,MB,408,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:59:30 AM,10
35006160,BCITITMM,,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,170.88,04/01/2025,Tassa Auto,3,04/01/2025 10:59:28 AM,10
35006159,WOLLNLB1,,Worldpay BV,80050050154,Regione Lombardia,20124,MI,78.2,04/01/2025,Tassa Auto,3,04/01/2025 10:59:27 AM,10
35006158,PPAYITR1XXX,,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.84,04/01/2025,solleciti,3,04/01/2025 10:59:22 AM,10
35006157,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.66,04/01/2025,solleciti,3,04/01/2025 10:59:21 AM,10
35006156,BIC32698,,LIS Pay SPA,00220080162,Comune di Alzano Lombardo,24022,BG,29.4,04/01/2025,in_violazione_cds,3,04/01/2025 10:59:15 AM,10
35006155,SIGPITM1XXX,,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,317.23,04/01/2025,mensascolasticaprimaria,3,04/01/2025 10:59:10 AM,10
35006153,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,198.2,04/01/2025,Tassa Auto,3,04/01/2025 10:58:56 AM,10
35006152,ABI01030,,Banca Monte dei Paschi di Siena,93038720194,Unione Municipia,26045,CR,21.2,04/01/2025,sch_cimiterialivotive_motta,3,04/01/2025 10:58:54 AM,10
35006151,ABI03069,,Intesa Sanpaolo S.p.A,85001870188,Comune di Vigevano,27029,PV,70.48,04/01/2025,ts_verbali_cds,3,04/01/2025 10:58:46 AM,10
35006150,PPAYITR1XXX,,Postepay,04114370168,ASST Papa Giovanni XXIII,24127,BG,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:58:45 AM,10
35006149,BIC32698,,LIS Pay SPA,82000950160,Comune di Bonate Sopra,24040,BG,465.67,04/01/2025,in_violazione_cds,3,04/01/2025 10:58:40 AM,10
35006148,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80008750178,Provincia di Brescia,25121,BS,48.5,04/01/2025,os_verbali_pp,3,04/01/2025 10:58:38 AM,10
35006147,BIC32698,,LIS Pay SPA,85001870188,Comune di Vigevano,27029,PV,75.43,04/01/2025,ts_verbali_cds,3,04/01/2025 10:58:36 AM,10
35006146,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,35.9,04/01/2025,os_verbali_pp,3,04/01/2025 10:58:36 AM,10
35006145,UNCRITMM,,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,0.22,04/01/2025,Tassa Auto,3,04/01/2025 10:58:32 AM,10
35006144,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,60.98,04/01/2025,Tassa Auto,3,04/01/2025 10:58:28 AM,10
35006143,BIC32698,,LIS Pay SPA,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.61,04/01/2025,sin_sollecito,3,04/01/2025 10:58:27 AM,10
35006142,BIC32698,,LIS Pay SPA,03510190121,ASST Valle Olona,21052,VA,30,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:58:21 AM,10
35006141,PPAYITR1XXX,,Postepay,00846620177,Comune di Prevalle,25080,BS,249.67,04/01/2025,in_violazione_cds,3,04/01/2025 10:58:14 AM,10
35006140,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,02481970206,ATS della Val Padana,46100,MN,26.8,04/01/2025,ATS327_LIB_VET,3,04/01/2025 10:58:10 AM,10
35006139,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,142.17,04/01/2025,Tassa Auto,3,04/01/2025 10:58:08 AM,10
35006138,ABI05387,,BPER,80008750178,Provincia di Brescia,25121,BS,35.9,04/01/2025,os_verbali_pp,3,04/01/2025 10:58:07 AM,10
35006137,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,3.07,04/01/2025,Tassa Auto,3,04/01/2025 10:58:00 AM,10
35006136,BIC32698,,LIS Pay SPA,00854930179,Comune di San Gervasio Bresciano,25020,BS,22,04/01/2025,CI_RL,3,04/01/2025 10:57:38 AM,10
35006134,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,02481970206,ATS della Val Padana,46100,MN,26.8,04/01/2025,ATS327_LIB_VET,3,04/01/2025 10:57:29 AM,10
35006133,PPAYITR1XXX,,Postepay,80001070202,Provincia di Mantova,46100,MN,59.25,04/01/2025,lc_vcds_privati,3,04/01/2025 10:57:27 AM,10
35006132,BPMOIT22,,BPER Banca S.p.A.,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,134,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:57:25 AM,10
35006131,SATYLUL1,,Satispay,02613080189,ASST di Pavia,27100,PV,70,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:57:24 AM,10
35006130,SIGPITM1XXX,,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,86.1,04/01/2025,dt_mensascolastica,3,04/01/2025 10:57:22 AM,10
35006129,SIGPITM1XXX,,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,102.5,04/01/2025,dt_mensascolastica,3,04/01/2025 10:57:19 AM,10
35006128,PPAYITR1XXX,,Postepay,80008750178,Provincia di Brescia,25121,BS,127.6,04/01/2025,os_verbali_pp,3,04/01/2025 10:57:18 AM,10
35006127,BPMOIT22,,BPER Banca S.p.A.,00468890181,Comune di Borgo Priolo,27040,PV,240,04/01/2025,sc_dirittivari,3,04/01/2025 10:57:16 AM,10
35006126,SIGPITM1XXX,,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,53.3,04/01/2025,dt_mensascolastica,3,04/01/2025 10:57:16 AM,10
35006125,BIC32698,,LIS Pay SPA,00397220187,Comune di Belgioioso,27011,PV,144,04/01/2025,nv_mensascolastica,3,04/01/2025 10:57:15 AM,10
35006123,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,193.56,04/01/2025,Tassa Auto,3,04/01/2025 10:57:10 AM,10
35006122,PPAYITR1XXX,,Postepay,84503580155,Comune di Mediglia,20060,MI,59,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:57:08 AM,10
35006121,BIC32698,,LIS Pay SPA,00703920132,Comune di Merate,23807,LC,29.4,04/01/2025,os_violazionecds,3,04/01/2025 10:57:06 AM,10
35006120,PPAYITR1XXX,,Postepay,83000670204,Comune di Viadana,46019,MN,192.5,04/01/2025,pj_mensascolastica,3,04/01/2025 10:57:02 AM,10
35006119,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,88002390172,Comune di Pralboino,25020,BS,50,04/01/2025,MENSA_RL,3,04/01/2025 10:57:02 AM,10
35006118,ABI03385,,Isy Bank S.p.A.,00761890177,Comune di Brescia,25121,BS,29.4,04/01/2025,ts_sanamm,3,04/01/2025 10:56:53 AM,10
35006117,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.49,04/01/2025,solleciti,3,04/01/2025 10:56:51 AM,10
35006116,PPAYITR1XXX,,Postepay,00283550127,Comune di Taino,21020,VA,18.9,04/01/2025,servpersonasociali,3,04/01/2025 10:56:46 AM,10
35006115,WOLLNLB1,,Worldpay BV,00761890177,Comune di Brescia,25121,BS,149.51,04/01/2025,mensascolasticainfanzia,3,04/01/2025 10:56:42 AM,10
35006114,SIGPITM1XXX,,MOONEY S.P.A.,84507570152,Comune di Lodi,26900,LO,16.23,04/01/2025,servizicimiteriali,3,04/01/2025 10:56:40 AM,10
35006113,PPAYITR1XXX,,Postepay,00828590158,Comune di San Donato Milanese,20097,MI,44.72,04/01/2025,TRIBTASIVIOLAZIONI,3,04/01/2025 10:56:38 AM,10
35006112,MOETIT31,,Moneynet S.p.A.,03775430980,ATS di Brescia,25124,BS,67,04/01/2025,ATS326_TICKET,3,04/01/2025 10:56:36 AM,10
35006111,BAPPIT21,,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:56:34 AM,10
35006110,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,02481970206,ATS della Val Padana,46100,MN,42.21,04/01/2025,ATS327_LIB_VET,3,04/01/2025 10:56:32 AM,10
35006109,BIC32698,,LIS Pay SPA,83503550150,Comune di Rodano,20053,MI,22.21,04/01/2025,emiss_cie,3,04/01/2025 10:56:30 AM,10
35006108,BIC36019,,American Express Payment Services,80050050154,Regione Lombardia,20124,MI,301.47,04/01/2025,Tassa Auto,3,04/01/2025 10:56:29 AM,10
35006107,SIGPITM1XXX,,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:56:29 AM,10
35006106,WOLLNLB1,,Worldpay BV,09319690963,ASST FATEBENEFRATELLI/SACCO,20157,MI,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:56:24 AM,10
35006105,BIC32698,,LIS Pay SPA,00397220187,Comune di Belgioioso,27011,PV,25,04/01/2025,nv_trasportoscolastico,3,04/01/2025 10:56:23 AM,10
35006104,BCITITMM,,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,162,04/01/2025,PRENOTA_SALUTE_926,3,04/01/2025 10:56:22 AM,10
35006103,SIGPITM1XXX,,MOONEY S.P.A.,00988200143,ATS della Montagna,23100,SO,5,04/01/2025,ATS323_ACC_ATTI,3,04/01/2025 10:56:05 AM,10
35006102,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,23,04/01/2025,Licenza di Pesca,3,04/01/2025 10:56:04 AM,10
35006101,ABI03069,,Intesa Sanpaolo S.p.A,00133750141,Comune di Madesimo,23024,SO,29.4,04/01/2025,vcds,3,04/01/2025 10:55:59 AM,10
35006100,BIC32698,,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,04/01/2025,solleciti,3,04/01/2025 10:55:58 AM,10
35006099,BIC32698,,LIS Pay SPA,09319690963,ASST Fatebenefratelli Sacco,20157,MI,25,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:55:56 AM,10
35006098,SIGPITM1XXX,,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.92,04/01/2025,solleciti,3,04/01/2025 10:55:52 AM,10
35006097,ABI03589,,Allianz Bank Financial Advisors S.p.A.,84507570152,Comune di Lodi,26900,LO,48.69,04/01/2025,servizicimiteriali,3,04/01/2025 10:55:50 AM,10
35006096,ATPIITM1,,A-Tono Payment Institute S.p.A.,80008750178,Provincia di Brescia,25121,BS,188,04/01/2025,os_verbali_pp,3,04/01/2025 10:55:50 AM,10
35006095,PPAYITR1XXX,,Postepay,00323920199,Comune di Persico Dosimo,26043,CR,15.13,04/01/2025,sch_lucevotiva,3,04/01/2025 10:55:46 AM,10
35006094,BNLIITRR,,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,20,04/01/2025,Tassa Auto,3,04/01/2025 10:55:45 AM,10
35006093,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,63.7,04/01/2025,Tassa Auto,3,04/01/2025 10:55:44 AM,10
35006092,CIPBITMM,,Nexi,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,50,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:55:35 AM,10
35006091,SIGPITM1XXX,,MOONEY S.P.A.,90009010175,Unione dei Comuni della Valsaviore,25051,BS,121.1,04/01/2025,MULTE_RL,3,04/01/2025 10:55:34 AM,10
35006090,PPAYITR1XXX,,Postepay,00703920132,Comune di Merate,23807,LC,29.4,04/01/2025,os_violazionecds,3,04/01/2025 10:55:33 AM,10
35006089,BIC32698,,LIS Pay SPA,00397220187,Comune di Belgioioso,27011,PV,30,04/01/2025,nv_prepostscuola,3,04/01/2025 10:55:32 AM,10
35006088,BPMOIT22,,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,22.21,04/01/2025,arc_cie,3,04/01/2025 10:55:26 AM,10
35006087,BIC32698,,LIS Pay SPA,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,145.8,04/01/2025,ALER_PV,3,04/01/2025 10:55:25 AM,10
35006085,WOLLNLB1,,Worldpay BV,80008750178,Provincia di Brescia,25121,BS,48.5,04/01/2025,os_verbali_pp,3,04/01/2025 10:55:23 AM,10
35006084,BIC32698,,LIS Pay SPA,85001870188,Comune di Vigevano,27029,PV,75.43,04/01/2025,ts_verbali_cds,3,04/01/2025 10:55:20 AM,10
35006082,BPMOIT22,,BPER Banca S.p.A.,00468890181,Comune di Borgo Priolo,27040,PV,2300,04/01/2025,sc_dirittivari,3,04/01/2025 10:55:16 AM,10
35006081,BIC32698,,LIS Pay SPA,01629400191,ASST di Cremona,26100,CR,15,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:55:16 AM,10
35006080,ABI19164,,FACTORCOOP SPA,84507570152,Comune di Lodi,26900,LO,32.46,04/01/2025,servizicimiteriali,3,04/01/2025 10:55:14 AM,10
35006079,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,00115260143,Comune di Samolaco,22027,SO,454,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:55:13 AM,10
35006078,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,30.72,04/01/2025,solleciti,3,04/01/2025 10:55:11 AM,10
35006077,BPPIITRRXXX,,Poste Italiane S.p.A.,01310880156,Comune di Abbiategrasso,20081,MI,87.57,04/01/2025,violazionecodicestrada,3,04/01/2025 10:55:09 AM,10
35006076,UNCRITMM,,UniCredit S.p.A.,03510050127,ASST Dei Sette Laghi,21100,VA,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:55:07 AM,10
35006075,BIC32698,,LIS Pay SPA,00855610176,Comune di Mazzano,25080,BS,121.1,04/01/2025,in_violazione_cds,3,04/01/2025 10:54:58 AM,10
35006074,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,58.78,04/01/2025,ALER_PV,3,04/01/2025 10:54:57 AM,10
35006073,PPAYITR1XXX,,Postepay,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,5.04,04/01/2025,sin_sollecito,3,04/01/2025 10:54:52 AM,10
35006072,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,04/01/2025,solleciti,3,04/01/2025 10:54:52 AM,10
35006071,BIC32698,,LIS Pay SPA,00761890177,Comune di Brescia,25121,BS,60.9,04/01/2025,ts_sanamm,3,04/01/2025 10:54:50 AM,10
35006070,PPAYITR1XXX,,Postepay,00347880163,Comune di Sovere,24060,BG,121.1,04/01/2025,in_violazione_cds,3,04/01/2025 10:54:47 AM,10
35006069,CIPBITMM,,Nexi,80050050154,Regione Lombardia,20124,MI,43.05,04/01/2025,Tassa Auto,3,04/01/2025 10:54:46 AM,10
35006068,PPAYITR1XXX,,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,310.02,04/01/2025,ALER_PV,3,04/01/2025 10:54:45 AM,10
35006067,PPAYITR1XXX,,Postepay,82000950160,Comune di Bonate Sopra,24040,BG,192.5,04/01/2025,in_violazione_cds,3,04/01/2025 10:54:31 AM,10
35006066,PPAYITR1XXX,,Postepay,00405070129,Comune di Lavena Ponte Tresa,21037,VA,381,04/01/2025,sc_trasportoscolastico,3,04/01/2025 10:54:28 AM,10
35006065,PPAYITR1XXX,,Postepay,00405070129,Comune di Lavena Ponte Tresa,21037,VA,402.16,04/01/2025,sc_mensascolastica,3,04/01/2025 10:54:28 AM,10
35006064,PPAYITR1XXX,,Postepay,00724220173,Comune di Castelcovati,25030,BS,426,04/01/2025,concessionicimiteriali,3,04/01/2025 10:54:23 AM,10
35006063,SIGPITM1XXX,,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:54:22 AM,10
35006062,BIC32698,,LIS Pay SPA,83005620154,Comune di Limbiate,20812,MB,134.95,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:54:16 AM,10
35006061,BIC32698,,LIS Pay SPA,00623530136,Comune di Lecco,23900,LC,68.3,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:54:10 AM,10
35006060,ABI03062,,Banca Mediolanum SpA,09319650967,ASST Ovest Milanese,20025,MI,25,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:54:09 AM,10
35006059,PPAYITR1XXX,,Postepay,03510140126,ATS dell'Insubria,21100,VA,5,04/01/2025,ATS322_FAT_VET,3,04/01/2025 10:54:04 AM,10
35006058,ABI03440,,BANCO DI DESIO E DELLA BRIANZA S.P.A.,80008750178,Provincia di Brescia,25121,BS,48.5,04/01/2025,os_verbali_pp,3,04/01/2025 10:54:03 AM,10
35006057,PPAYITR1XXX,,Postepay,01629400191,ASST di Cremona,26100,CR,22.5,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:53:55 AM,10
35006055,ABI03475,,ING BANK N.V.,85001590133,Comune di Brivio,23883,LC,196,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:53:35 AM,10
35006054,WOLLNLB1,,Worldpay BV,80050050154,Regione Lombardia,20124,MI,23,04/01/2025,Licenza di Pesca,3,04/01/2025 10:53:21 AM,10
35006053,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,04/01/2025,solleciti,3,04/01/2025 10:53:21 AM,10
35006052,BPPIITRRXXX,,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.99,04/01/2025,solleciti,3,04/01/2025 10:53:20 AM,10
35006051,SATYLUL1,,Satispay,04114370168,ASST Papa Giovanni XXIII,24127,BG,30,04/01/2025,ASST718_PAT_CER,3,04/01/2025 10:53:13 AM,10
35006050,CIPBITMM,,Nexi,00869010173,Comune di Flero,25020,BS,22,04/01/2025,CI_RL,3,04/01/2025 10:53:11 AM,10
35006049,PPAYITR1XXX,,Postepay,09320530968,ASST Gaetano Pini CTO,20122,MI,96.2,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:53:09 AM,10
35006048,PPAYITR1XXX,,Postepay,00761890177,Comune di Brescia,25121,BS,73.1,04/01/2025,ts_sanamm,3,04/01/2025 10:53:07 AM,10
35006047,CIPBITMM,,Nexi,83001710173,Comunità Montana di Valle Trompia,25063,BS,229.77,04/01/2025,sportellotelematico,3,04/01/2025 10:52:52 AM,10
35006046,ABI05387,,BPER,80008750178,Provincia di Brescia,25121,BS,35.9,04/01/2025,os_verbali_pp,3,04/01/2025 10:52:52 AM,10
35006045,PPAYITR1XXX,,Postepay,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,202,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:52:50 AM,10
35006044,SIGPITM1XXX,,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,73.1,04/01/2025,ts_sanamm,3,04/01/2025 10:52:41 AM,10
35006043,ABI36964,,BCC PAY S.p.A.,02030880153,Comune di Monza,20900,MI,50,04/01/2025,servizifunerari,3,04/01/2025 10:52:34 AM,10
35006042,SIGPITM1XXX,,MOONEY S.P.A.,84507570152,Comune di Lodi,26900,LO,76.77,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:52:30 AM,10
35006040,BCITITMM,,Intesa Sanpaolo S.p.A,04114370168,ASST Papa Giovanni XXIII,24127,BG,25,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:52:24 AM,10
35006039,PPAYITR1XXX,,Postepay,00761890177,Comune di Brescia,25121,BS,127.33,04/01/2025,ts_sanamm,3,04/01/2025 10:52:22 AM,10
35006038,BPMOIT22,,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.4,04/01/2025,ts_sanamm,3,04/01/2025 10:52:12 AM,10
35006037,MOETIT31,,Moneynet S.p.A.,03775430980,ATS di Brescia,25124,BS,7,04/01/2025,ATS326_TICKET,3,04/01/2025 10:52:07 AM,10
35006035,SIGPITM1XXX,,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,44.4,04/01/2025,os_verbali_pp,3,04/01/2025 10:52:02 AM,10
35006034,PPAYITR1XXX,,Postepay,80050050154,Regione Lombardia,20124,MI,20.76,04/01/2025,Tassa Auto,3,04/01/2025 10:52:02 AM,10
35006033,PPAYITR1XXX,,Postepay,83005620154,Comune di Limbiate,20812,MB,123.5,04/01/2025,votive,3,04/01/2025 10:52:02 AM,10
35006032,UNCRITMM,,UniCredit S.p.A.,00690170139,Comune di Castelmarte,22030,CO,800,04/01/2025,affitti,3,04/01/2025 10:51:50 AM,10
35006031,POSOIT22XXX,,Banca Popolare di Sondrio,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,04/01/2025,solleciti,3,04/01/2025 10:51:41 AM,10
35006030,PPAYITR1XXX,,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,04/01/2025,solleciti,3,04/01/2025 10:51:37 AM,10
35006029,ABI03069,,Intesa Sanpaolo S.p.A,00512860131,Comune di Pusiano,22030,CO,134.57,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:51:33 AM,10
35006028,ABI03069,,Intesa Sanpaolo S.p.A,83503270155,Comune di Inzago,20065,MI,97.8,04/01/2025,app_doposcuola,3,04/01/2025 10:51:26 AM,10
35006027,SIGPITM1XXX,,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,0.2,04/01/2025,Tassa Auto,3,04/01/2025 10:51:21 AM,10
35006026,CRPPIT2PXXX,,Crédit Agricole Cariparma S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.68,04/01/2025,solleciti,3,04/01/2025 10:51:18 AM,10
35006025,PPAYITR1XXX,,Postepay,82000620169,Comune di Bonate Sotto,24040,BG,106,04/01/2025,in_violazione_cds,3,04/01/2025 10:51:16 AM,10
35006024,BCITITMM,,Intesa Sanpaolo S.p.A,03775660982,ASST del Garda,25015,BS,36,04/01/2025,TICKET_SANITARIO,3,04/01/2025 10:51:15 AM,10
35006023,PPAYITR1XXX,,Postepay,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,89.5,04/01/2025,ATS321_SAN_ING,3,04/01/2025 10:51:07 AM,10
35006022,CIPBITMM,,Nexi,00623530136,Comune di Lecco,23900,LC,29.4,04/01/2025,mg_violazioni_cds,3,04/01/2025 10:51:03 AM,10
35006021,BIC32698,,LIS Pay SPA,80005370137,Comune di Como,22100,CO,82,04/01/2025,TB_RIFIUTI,3,04/01/2025 10:51:00 AM,10
